instance_id,instance_width,graph,compiled_graph_width,edge_count,target_edge_count,pair_weight_fraction,target_norm_fraction,elimination_order,elimination_degrees,edges,energy_at_projected_target,cost_variance,explained_variance_fraction,projected_identity_relative_residual,exact_ng_projected_target_cosine,parameter_dimension,conditional_angle_entries,gray_code_cnot_upper_bound
ct_w5_i2,5,chain,1,15,3,0.0666666666666666,0.7341772151898734,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.492350297925217,3.8799178857082506,0.796595857536427,2.019413343407416,-0.8340614415630146,31,31,30
ct_w5_i2,5,problem_tree,1,15,15,0.5333333333333333,0.8670886075949367,0 3 8 5 9 7 10 4 6 11 1 12 13 14 2 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-7;1-7;1-11;1-12;2-6;2-12;2-13;2-14;2-15;3-7;4-6;4-10;5-7;5-8;7-9,-7.6667619957810675,3.3463469568126767,0.7017737178297285,1.1741205222245277,0.7635879409078751,31,31,30
ct_w5_i2,5,width2,2,28,28,0.8222222222222222,0.9493670886075948,0 3 8 9 5 7 1 11 10 4 12 13 14 2 6 15,2 2 2 2 2 2 2 1 2 2 2 2 2 2 1 0,0-7;0-9;1-7;1-11;1-12;2-6;2-12;2-13;2-14;2-15;3-7;3-9;4-6;4-10;4-12;5-7;5-8;5-9;5-11;6-12;6-14;6-15;7-8;7-9;7-11;10-12;11-12;13-15,-8.288837442853435,3.176488243789362,0.7642728048278811,1.1234006850356666,0.9721523389151528,44,57,56
ct_w5_i2,5,width3,3,32,32,0.9111111111111112,0.9746835443037974,0 3 8 13 14 1 2 6 4 11 7 5 9 10 12 15,2 2 2 2 2 3 3 3 3 3 3 3 3 2 1 0,0-7;0-9;1-7;1-11;1-12;2-6;2-12;2-13;2-14;2-15;3-7;3-9;4-6;4-10;4-12;4-15;5-7;5-8;5-9;5-10;5-11;6-12;6-14;6-15;7-8;7-9;7-11;9-10;9-15;10-12;11-12;13-15,-8.620347903948922,3.068533659808778,0.8231926782197744,0.784957331193095,0.9873650239959492,48,91,90
ct_w5_i2,5,full,5,36,36,1.0,1.0,0 1 13 2 3 4 8 5 6 11 7 9 10 12 14 15,2 4 2 4 4 4 2 4 4 4 5 4 3 2 1 0,0-7;0-9;1-7;1-9;1-11;1-12;2-6;2-12;2-13;2-14;2-15;3-7;3-9;3-14;3-15;4-6;4-10;4-12;4-15;5-7;5-8;5-9;5-10;5-11;6-12;6-14;6-15;7-8;7-9;7-11;7-14;9-10;9-15;10-12;11-12;13-15,-9.103695199970172,3.049627538664978,1.0000000000000633,1.4046506975426518e-13,1.0000000000000002,52,187,186
ct_w5_i3,5,chain,1,15,3,0.0612244897959183,0.7125,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.2744535837762867,4.608262084865324,0.7301550171288962,2.199356185239511,-0.8374234057336927,31,31,30
ct_w5_i3,5,problem_tree,1,15,15,0.6122448979591837,0.88125,2 4 5 6 8 9 3 7 10 12 13 14 0 11 1 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-11;0-12;0-14;1-8;1-10;1-11;1-13;1-15;2-8;3-6;3-7;3-9;4-7;5-7;7-13,-8.24298540583013,4.313039452569084,0.7668439546037451,1.1294649458602066,0.8082957418510801,31,31,30
ct_w5_i3,5,width2,2,27,27,0.8571428571428571,0.95625,4 5 6 9 3 12 0 14 2 15 8 11 1 7 10 13,2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 0,0-11;0-12;0-14;1-8;1-10;1-11;1-13;1-15;2-8;2-11;2-14;3-6;3-7;3-9;3-10;4-7;4-13;5-7;5-13;6-9;7-10;7-13;8-11;8-15;10-11;11-14;12-14,-8.925647781764939,3.559540600004472,0.8557592360769889,0.5209087055828054,0.9821632412184188,43,57,56
ct_w5_i3,5,width3,3,31,31,0.9387755102040816,0.98125,4 5 6 9 3 0 14 12 2 10 11 7 1 8 13 15,2 2 2 1 2 3 3 3 3 3 3 3 3 2 1 0,0-11;0-12;0-14;1-8;1-10;1-11;1-13;1-15;2-7;2-8;2-11;2-14;3-6;3-7;3-9;3-10;4-7;4-13;5-7;5-13;6-9;7-8;7-10;7-12;7-13;8-11;8-15;10-11;11-14;12-14;13-15,-9.100721298154223,3.172341140311849,0.8955746159776588,0.6212863167213862,0.9932781554706772,47,89,88
ct_w5_i3,5,full,5,34,34,1.0,1.0,0 6 9 3 4 5 10 13 1 7 8 2 11 12 14 15,3 2 1 2 2 3 3 4 5 5 4 4 3 2 1 0,0-11;0-12;0-14;1-8;1-10;1-11;1-13;1-15;2-7;2-8;2-11;2-14;2-15;3-6;3-7;3-9;3-10;4-7;4-13;5-7;5-12;5-13;6-9;7-8;7-10;7-12;7-13;8-11;8-15;10-11;11-14;12-14;13-15;14-15,-9.374524551043592,3.0535315062552044,0.99999999999934,4.2219093633186374e-13,0.9999999999999998,50,165,164
ct_w5_i4,5,chain,1,15,2,0.0526315789473684,0.7352941176470589,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.2999517046863547,3.572722490888681,0.7167442000463625,2.233278993576693,-0.8676711960376736,31,31,30
ct_w5_i4,5,problem_tree,1,15,15,0.4736842105263157,0.8529411764705882,6 8 0 11 5 7 13 14 4 9 1 12 2 10 3 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-8;0-14;1-6;1-9;1-12;1-13;2-10;2-12;3-10;3-15;4-7;4-9;4-14;5-7;5-11,-7.146851053653039,3.5108249747804985,0.8582893365619917,1.0134734784301094,0.6546642708391217,31,31,30
ct_w5_i4,5,width2,2,26,26,0.7631578947368421,0.9338235294117648,11 0 2 5 6 13 1 7 10 3 15 4 8 9 12 14,1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 0,0-8;0-14;1-6;1-9;1-12;1-13;2-10;2-12;3-10;3-12;3-15;4-7;4-9;4-14;5-7;5-9;5-11;6-13;7-9;8-9;8-14;9-12;10-12;12-14;12-15;14-15,-7.943622875637099,2.6575964322712657,0.8527350884754247,0.9883624737471,0.9587127916867024,42,55,54
ct_w5_i4,5,width3,3,32,32,0.9210526315789472,0.9779411764705882,0 2 6 10 3 11 15 8 14 4 7 13 1 5 9 12,2 2 2 2 2 2 3 2 3 3 3 2 3 2 1 0,0-8;0-14;1-6;1-9;1-12;1-13;2-10;2-12;3-10;3-12;3-15;4-7;4-9;4-12;4-14;4-15;5-7;5-9;5-11;5-12;5-13;6-13;7-9;7-12;8-9;8-14;9-12;10-12;11-13;12-14;12-15;14-15,-7.95327203580022,2.7168562195982835,0.8841375007745087,0.4808517603866536,0.9935930756345388,48,79,78
ct_w5_i4,5,full,5,35,35,1.0,1.0,0 6 1 2 10 3 7 8 11 5 9 4 12 13 14 15,2 2 3 2 3 3 4 3 2 5 4 4 3 2 1 0,0-8;0-14;1-6;1-9;1-12;1-13;2-10;2-12;3-10;3-12;3-13;3-15;4-7;4-9;4-12;4-14;4-15;5-7;5-8;5-9;5-11;5-12;5-13;6-13;7-9;7-12;8-9;8-14;9-12;10-12;10-13;11-13;12-14;12-15;14-15,-8.20830527658454,2.683450974087881,1.0000000000003402,2.2280013433551078e-13,1.0000000000000002,51,143,142
ct_w5_i5,5,chain,1,15,3,0.0714285714285714,0.7132352941176471,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.461775047930977,3.521072399140918,0.7296344208676834,2.1004015244968466,-0.8031013868678069,31,31,30
ct_w5_i5,5,problem_tree,1,15,15,0.5714285714285714,0.8676470588235294,4 5 7 8 10 3 9 12 2 11 1 6 14 0 13 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-6;0-13;0-14;1-6;1-9;1-11;2-7;2-11;2-12;3-8;3-9;3-10;4-13;5-6;13-15,-7.283167966210982,3.349104212298596,0.6248602446502246,0.8834456394395993,0.8479382244215726,31,31,30
ct_w5_i5,5,width2,2,26,26,0.8333333333333334,0.9485294117647058,4 5 7 8 12 15 13 0 2 14 6 1 3 9 10 11,2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0,0-6;0-13;0-14;0-15;1-6;1-9;1-11;2-7;2-11;2-12;2-14;3-8;3-9;3-10;4-13;4-15;5-6;5-13;6-11;6-13;6-14;7-11;8-9;10-11;12-14;13-15,-7.966245413052674,2.895580188010021,0.7825661338749944,0.7768727701079923,0.9842500776531642,42,59,58
ct_w5_i5,5,width3,3,30,30,0.9285714285714286,0.9779411764705882,5 8 12 3 0 1 9 15 4 10 6 2 7 11 13 14,2 2 2 2 3 3 3 3 3 3 3 3 3 2 1 0,0-6;0-13;0-14;1-6;1-9;1-11;2-7;2-11;2-12;2-14;3-8;3-9;3-10;4-10;4-11;4-13;4-15;5-6;5-13;6-9;6-11;6-13;6-14;7-11;7-13;8-9;10-11;10-15;12-14;13-15,-8.378409812193183,2.756423883626145,0.8877292024832084,0.7104650663740251,0.9900427191670672,46,95,94
ct_w5_i5,5,full,5,33,33,1.0,1.0,0 1 12 2 8 3 7 9 10 4 5 6 11 13 14 15,4 3 2 3 2 3 4 4 4 5 2 4 3 2 1 0,0-6;0-13;0-14;0-15;1-6;1-9;1-11;2-7;2-11;2-12;2-14;3-8;3-9;3-10;3-15;4-7;4-10;4-11;4-13;4-15;5-6;5-13;6-9;6-11;6-13;6-14;7-11;7-13;8-9;10-11;10-15;12-14;13-15,-8.366325895809542,2.662731952087256,0.9999999999995002,3.185397209736123e-13,1.0,49,163,162
ct_w6_i1,6,chain,1,15,2,0.0555555555555555,0.7258064516129032,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.3378503249405984,3.6295823818920105,0.7086979091780319,2.237402406506217,-0.874207875361682,31,31,30
ct_w6_i1,6,problem_tree,1,15,15,0.4166666666666667,0.8306451612903226,5 7 4 6 9 10 1 11 12 0 13 2 8 14 3 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-8;0-12;1-10;1-12;2-6;2-8;2-9;2-13;3-8;3-11;3-14;3-15;4-6;4-7;5-7,-6.58474894304825,3.7963345525369983,0.7493168303194694,0.8780690586684458,0.4375673129764958,31,31,30
ct_w6_i1,6,width2,2,26,26,0.7222222222222222,0.9193548387096774,0 1 4 5 10 11 12 15 6 7 9 8 13 2 3 14,2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0,0-8;0-12;1-10;1-12;2-6;2-8;2-9;2-13;3-8;3-11;3-13;3-14;3-15;4-6;4-7;5-7;5-14;6-7;7-14;8-12;8-15;9-14;10-12;10-15;11-13;12-15,-7.489692605504447,3.139698861080105,0.7545037191157226,0.9288880575371264,0.9488655000435108,42,59,58
ct_w6_i1,6,width3,3,32,32,0.8888888888888888,0.967741935483871,0 1 10 9 12 6 13 11 2 8 3 4 5 7 14 15,2 2 3 3 3 3 3 3 3 3 3 3 3 2 1 0,0-8;0-12;1-10;1-12;2-6;2-8;2-9;2-13;3-8;3-9;3-11;3-13;3-14;3-15;4-6;4-7;4-10;4-11;4-12;4-15;5-7;5-14;5-15;6-8;7-14;8-12;8-15;9-13;10-12;10-15;11-13;12-15,-8.078873060748865,3.338992222923576,0.8568020715469667,0.4465196590366397,0.990614780010462,48,103,102
ct_w6_i1,6,full,6,36,36,1.0,1.0,0 1 9 13 2 3 5 7 12 4 6 8 10 11 14 15,2 2 4 4 5 5 4 5 4 6 5 4 3 2 1 0,0-8;0-12;1-10;1-12;2-6;2-8;2-9;2-13;3-8;3-9;3-11;3-13;3-14;3-15;4-6;4-7;4-10;4-11;4-12;4-15;5-7;5-10;5-14;5-15;6-7;6-8;7-14;8-12;8-15;9-13;9-14;10-11;10-12;10-15;11-13;12-15,-8.241245283940977,2.9780865604571813,0.9999999999989678,5.72241607336455e-13,1.0,52,295,294
ct_w6_i2,6,chain,1,15,5,0.1111111111111111,0.7402597402597403,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.8210255420592505,4.496570940805773,0.7293286420090863,2.000284945982449,-0.6533190074957275,31,31,30
ct_w6_i2,6,problem_tree,1,15,15,0.5333333333333333,0.8636363636363636,5 9 1 10 11 3 8 2 7 12 13 14 4 6 0 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-6;0-7;0-12;0-13;0-15;1-9;1-10;2-7;2-8;2-10;3-8;3-11;4-6;4-14;5-12,-8.39927308002113,4.520603879881001,0.8678550630441055,0.8139455550222535,0.7302588823071872,31,31,30
ct_w6_i2,6,width2,2,26,26,0.7777777777777778,0.935064935064935,1 3 11 5 8 9 10 14 15 2 7 12 0 4 6 13,2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 0,0-6;0-7;0-12;0-13;0-15;1-9;1-10;2-7;2-8;2-10;2-12;3-8;3-11;4-6;4-13;4-14;5-9;5-12;7-15;8-11;8-12;9-10;9-12;10-12;12-13;13-14,-8.741720677710076,3.3631728546924364,0.7762095465610875,0.8480300347802178,0.9688873697964724,42,57,56
ct_w6_i2,6,width3,3,31,31,0.8888888888888888,0.9675324675324676,1 11 14 15 3 4 5 9 8 10 6 0 2 7 12 13,2 2 2 2 2 2 3 3 3 3 3 3 3 2 1 0,0-6;0-7;0-12;0-13;0-15;1-9;1-10;2-7;2-8;2-10;2-12;2-13;3-8;3-10;3-11;4-6;4-13;4-14;5-8;5-9;5-12;6-7;7-15;8-11;8-12;9-10;9-12;10-12;10-13;12-13;13-14,-9.131286881590208,3.4127338513484298,0.8729449422475934,0.4980945310798632,0.9903012790648305,47,87,86
ct_w6_i2,6,full,6,36,36,1.0,1.0,1 2 14 4 5 6 9 12 13 0 11 3 7 8 10 15,2 5 2 3 3 4 6 5 4 4 2 3 3 2 1 0,0-6;0-7;0-12;0-13;0-15;1-9;1-10;2-7;2-8;2-10;2-12;2-13;3-8;3-10;3-11;3-15;4-6;4-9;4-13;4-14;5-8;5-9;5-12;6-7;6-9;7-8;7-15;8-11;8-12;9-10;9-12;10-12;10-13;10-15;12-13;13-14,-9.22727619379481,3.010895699967026,1.000000000001266,3.49021002551913e-13,1.0000000000000002,52,227,226
ct_w6_i3,6,chain,1,15,2,0.0555555555555555,0.7258064516129032,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.180442985498239,3.684622020471772,0.715873676062621,2.413536281959102,-0.8660141016853348,31,31,30
ct_w6_i3,6,problem_tree,1,15,15,0.4166666666666667,0.8306451612903226,3 5 6 8 1 10 11 12 13 14 0 9 2 7 4 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-9;0-10;0-11;0-14;1-8;1-11;2-6;2-7;2-9;2-12;2-13;3-6;4-7;4-15;5-7,-6.908352757135219,3.413279215989972,0.812492784007267,1.2226502645073132,0.5372975724640076,31,31,30
ct_w6_i3,6,width2,2,26,26,0.7222222222222222,0.9193548387096774,3 1 8 5 6 10 11 12 13 2 15 4 0 7 9 14,1 2 1 2 2 2 2 2 2 2 2 2 2 2 1 0,0-9;0-10;0-11;0-14;1-8;1-11;2-6;2-7;2-9;2-12;2-13;3-6;4-7;4-14;4-15;5-7;5-9;6-12;7-9;7-12;7-14;8-11;9-10;9-13;11-14;14-15,-7.27638156713869,3.000173427314933,0.7726149703728422,1.003028043866517,0.8998012375683019,42,55,54
ct_w6_i3,6,width3,3,31,31,0.8611111111111112,0.9596774193548387,1 5 15 8 4 12 7 11 0 14 6 3 2 9 10 13,2 2 2 2 3 3 3 3 3 3 3 3 3 2 1 0,0-9;0-10;0-11;0-14;1-8;1-11;2-6;2-7;2-9;2-12;2-13;2-14;3-6;3-10;3-13;4-7;4-12;4-14;4-15;5-7;5-9;6-10;7-9;7-12;7-14;8-10;8-11;9-10;9-13;11-14;14-15,-7.820576847816657,2.8787771760239216,0.8348948551481741,0.8431983870139766,0.9837607301105452,47,95,94
ct_w6_i3,6,full,6,36,36,1.0,1.0,1 11 0 6 13 3 2 5 8 9 10 7 12 4 14 15,2 3 4 4 4 5 6 4 5 4 3 3 2 2 1 0,0-9;0-10;0-11;0-14;1-8;1-11;2-6;2-7;2-9;2-12;2-13;2-14;3-6;3-8;3-10;3-13;4-7;4-12;4-14;4-15;5-7;5-8;5-9;5-10;6-10;6-12;7-9;7-12;7-14;8-10;8-11;8-13;9-10;9-13;11-14;14-15,-8.20853662669236,2.906441439885989,1.000000000001174,8.188894792631062e-13,1.0,52,247,246
ct_w6_i4,6,chain,1,15,1,0.0222222222222222,0.717948717948718,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-2.8793175171896728,3.605133657575406,0.8097719561987801,2.182245586565466,-0.9499617163183108,31,31,30
ct_w6_i4,6,problem_tree,1,15,15,0.5333333333333333,0.8653846153846154,1 2 5 7 8 9 10 11 12 13 0 14 3 6 4 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-6;0-7;0-9;0-11;0-13;1-10;2-6;3-6;3-8;3-12;3-14;4-6;4-15;5-12;6-10,-7.632556821575497,3.769085799674357,0.7360058349162029,1.083079446410366,0.7999846913728258,31,31,30
ct_w6_i4,6,width2,2,28,28,0.8222222222222222,0.9487179487179488,1 2 5 7 8 11 14 12 15 4 9 0 3 6 10 13,2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0,0-6;0-7;0-9;0-11;0-13;1-10;1-13;2-6;2-10;3-6;3-8;3-12;3-13;3-14;4-6;4-9;4-15;5-12;5-14;6-9;6-10;6-12;7-11;8-13;9-15;10-13;11-13;12-14,-8.523632876306017,3.052358078575882,0.8112030017752936,1.342943940556575,0.970651583493346,44,59,58
ct_w6_i4,6,width3,3,32,32,0.9111111111111112,0.9743589743589745,1 2 7 8 15 4 5 9 11 13 0 6 3 10 12 14,2 2 2 2 2 3 3 3 3 3 3 3 3 2 1 0,0-6;0-7;0-9;0-11;0-13;1-10;1-13;2-6;2-10;3-6;3-8;3-11;3-12;3-13;3-14;4-6;4-9;4-10;4-15;5-10;5-12;5-14;6-9;6-10;6-12;7-11;8-13;9-15;10-12;10-13;11-13;12-14,-8.771322886802366,3.159879151744276,0.8734517133678389,0.8048394415114074,0.9864792155021388,48,91,90
ct_w6_i4,6,full,6,36,36,1.0,1.0,7 0 1 2 8 14 3 11 5 12 13 6 10 4 9 15,2 4 2 2 4 4 6 5 5 4 3 3 2 2 1 0,0-6;0-7;0-9;0-11;0-13;1-10;1-13;2-6;2-10;3-6;3-8;3-11;3-12;3-13;3-14;4-6;4-9;4-10;4-15;5-8;5-9;5-10;5-12;5-14;6-9;6-10;6-12;7-11;8-9;8-13;9-15;10-12;10-13;11-13;11-14;12-14,-9.155728320691011,2.9819228147880072,0.999999999998938,5.89215117606616e-13,1.0000000000000004,52,231,230
ct_w6_i5,6,chain,1,15,3,0.0697674418604651,0.7402597402597403,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.357547181276538,3.969502894363138,0.7398145299868619,2.165910825362595,-0.8304768115964436,31,31,30
ct_w6_i5,6,problem_tree,1,15,15,0.4883720930232558,0.8571428571428571,2 5 6 4 8 9 10 11 12 1 13 14 3 7 0 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-7;0-8;0-9;0-10;0-11;0-15;1-7;1-12;2-12;3-7;3-14;4-6;4-10;5-8;13-15,-7.116625621214132,4.2345410067418205,0.7372690460611713,1.320486710601123,0.7224500216916931,31,31,30
ct_w6_i5,6,width2,2,26,26,0.7441860465116279,0.9285714285714286,5 2 6 8 9 11 13 12 14 1 3 7 0 4 10 15,1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0,0-7;0-8;0-9;0-10;0-11;0-15;1-7;1-12;1-15;2-12;2-13;3-7;3-14;3-15;4-6;4-10;4-15;5-8;6-10;7-8;7-14;9-15;10-11;12-13;12-15;13-15,-8.541156183176994,3.231965401410036,0.8038061296705109,1.0270462518881691,0.956041972352858,42,57,56
ct_w6_i5,6,width3,3,31,31,0.8604651162790697,0.961038961038961,2 5 6 11 14 10 4 8 9 0 1 3 7 12 13 15,2 2 2 2 2 2 3 3 3 3 3 3 3 2 1 0,0-7;0-8;0-9;0-10;0-11;0-15;1-7;1-12;1-15;2-12;2-13;3-7;3-12;3-14;3-15;4-6;4-10;4-13;4-15;5-8;5-13;6-10;7-8;7-9;7-14;8-13;9-15;10-11;12-13;12-15;13-15,-8.603749552008553,3.1484921635805807,0.8204832077356469,0.9200099790556184,0.9800330389659844,47,87,86
ct_w6_i5,6,full,6,37,37,1.0,1.0,1 5 8 9 14 11 0 2 3 6 4 7 10 12 13 15,4 2 3 4 3 4 6 2 5 2 3 4 3 2 1 0,0-7;0-8;0-9;0-10;0-11;0-15;1-7;1-9;1-12;1-15;2-12;2-13;3-7;3-10;3-11;3-12;3-13;3-14;3-15;4-6;4-10;4-13;4-15;5-8;5-13;6-10;7-8;7-9;7-14;8-13;9-15;10-11;10-12;11-14;12-13;12-15;13-15,-9.079695828020547,3.1639927819974,0.999999999999816,2.766965415060158e-13,1.0000000000000002,53,211,210
